node_id,kingdom,stage,stage_display_name,area_scope,node_type,source,entrance_id,side,obj_id,display_name,x,y,z,scenario_indices,notes,status
SnowWorldCostumeStage::stage_change::SnowCostumeEx::raw,Snow Kingdom,SnowWorldCostumeStage,Cold Room,subarea,stage_change,StageData,SnowCostumeEx,raw,obj71,Stage Change SnowCostumeEx,-1838.478,50.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
SnowWorldCostumeStage::start,Snow Kingdom,SnowWorldCostumeStage,Cold Room,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SnowWorldHomeStage::checkpoint::obj1066,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,checkpoint,StageData,,,obj1066,Above the Ice Well Checkpoint (obj1066),-1343.503,1900.000,-1131.371,0;1;2;3,Raw UnitConfigName=CheckpointFlag.,
SnowWorldHomeStage::checkpoint::obj1387,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,checkpoint,StageData,,,obj1387,Snow Kingdom Clifftop Checkpoint (obj1387),-7800.000,6360.003,11950.000,0;1;2;3,Raw UnitConfigName=CheckpointFlag.,
SnowWorldHomeStage::checkpoint::obj1440,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,checkpoint,StageData,,,obj1440,Corner of the Freezing Sea Checkpoint (obj1440),7850.000,1341.288,-3700.000,1;2;3,Raw UnitConfigName=CheckpointFlag.,
SnowWorldHomeStage::entrance::ByugoPuzzle::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,ByugoPuzzle,home_in,obj1095,Home entrance: ByugoPuzzle,-3146.625,2000.000,9439.876,0;1;2;3,Links to ByugoPuzzleExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::entrance::ByugoPuzzle::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,ByugoPuzzle,home_out,obj1095,Home return: ByugoPuzzle,-3146.625,2000.000,9439.876,0;1;2;3,Links to ByugoPuzzleExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::entrance::EX_IceWater::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_IceWater,home_in,obj774,Home entrance: EX_IceWater,3995.153,1600.000,4914.392,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to IceWaterBlockExStage. StageData anchor UnitConfigName=DoorAreaChangeCap.,
SnowWorldHomeStage::entrance::EX_IceWaterDash::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_IceWaterDash,home_in,obj681,Home entrance: EX_IceWaterDash,-5350.000,1400.000,2200.000,0;1;2;3,Links to IceWaterDashExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::entrance::EX_IceWaterDash_Exit::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_IceWaterDash_Exit,home_out,obj1106,Home return: EX_IceWaterDash_Exit,-5250.000,2100.000,2200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to IceWaterDashExStage. StageData anchor UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::entrance::EX_IceWater_Exit::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_IceWater_Exit,home_out,obj1094,Home return: EX_IceWater_Exit,3800.000,1350.000,4200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to IceWaterBlockExStage. StageData anchor UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::entrance::EX_RailCol2::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_RailCol2,home_in,obj1430,Home entrance: EX_RailCol2,1250.000,1525.000,-3050.000,3,Links to KillerRailCollisionExStage. StageData anchor UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::entrance::EX_RailCol2_Exit::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_RailCol2_Exit,home_out,obj1429,Home return: EX_RailCol2_Exit,800.000,1306.736,-2350.000,3,Links to KillerRailCollisionExStage. StageData anchor UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::entrance::EX_SkyBonus::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_SkyBonus,home_in,obj1104,Home entrance: EX_SkyBonus,3100.000,9600.000,5050.000,1;2;3,Links to SnowWorldCloudBonusExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::entrance::EX_SkyBonus::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,EX_SkyBonus,home_out,obj1104,Home return: EX_SkyBonus,3100.000,9600.000,5050.000,1;2;3,Links to SnowWorldCloudBonusExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::entrance::FigureWalker::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,FigureWalker,home_in,obj673,Home entrance: FigureWalker,6752.870,1450.000,-2580.940,1;2;3,Links to IceWalkerExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::entrance::FigureWalker::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,FigureWalker,home_out,obj673,Home return: FigureWalker,6752.870,1450.000,-2580.940,1;2;3,Links to IceWalkerExStage. StageData anchor UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::ByugoPuzzle::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,ByugoPuzzle,raw,obj1095,Stage Change ByugoPuzzle,-3146.625,2000.000,9439.876,0;1;2;3,Raw UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::Come::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,Come,raw,obj575,Stage Change Come,-8850.000,6360.005,11650.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=WorldWarpHole.,
SnowWorldHomeStage::stage_change::EX_IceWater::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_IceWater,raw,obj774,Stage Change EX_IceWater,3995.153,1600.000,4914.392,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DoorAreaChangeCap.,
SnowWorldHomeStage::stage_change::EX_IceWaterDash::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_IceWaterDash,raw,obj681,Stage Change EX_IceWaterDash,-5350.000,1400.000,2200.000,0;1;2;3,Raw UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::EX_IceWaterDash_Exit::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_IceWaterDash_Exit,raw,obj1106,Stage Change EX_IceWaterDash_Exit,-5250.000,2100.000,2200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::stage_change::EX_IceWater_Exit::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_IceWater_Exit,raw,obj1094,Stage Change EX_IceWater_Exit,3800.000,1350.000,4200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::stage_change::EX_RailCol2::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_RailCol2,raw,obj1430,Stage Change EX_RailCol2,1250.000,1525.000,-3050.000,3,Raw UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::stage_change::EX_RailCol2_Exit::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_RailCol2_Exit,raw,obj1429,Stage Change EX_RailCol2_Exit,800.000,1306.736,-2350.000,3,Raw UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::stage_change::EX_SkyBonus::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,EX_SkyBonus,raw,obj1104,Stage Change EX_SkyBonus,3100.000,9600.000,5050.000,1;2;3,Raw UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::FigureWalker::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,FigureWalker,raw,obj673,Stage Change FigureWalker,6752.870,1450.000,-2580.940,1;2;3,Raw UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::Go::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,Go,raw,obj577,Stage Change Go,12900.000,5450.000,-4300.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=WorldWarpHole.,
SnowWorldHomeStage::stage_change::MoonRace::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,MoonRace,raw,obj1411,Stage Change MoonRace,10308.579,2000.000,-6167.009,3,Raw UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::RaceStart::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,RaceStart,raw,obj1354,Stage Change RaceStart,-7636.753,3070.000,-5303.301,2;3,Raw UnitConfigName=PlayerStartObjNoLink.,
SnowWorldHomeStage::stage_change::SnowUGEnt::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,SnowUGEnt,raw,obj1058,Stage Change SnowUGEnt,-950.000,-5300.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
SnowWorldHomeStage::stage_change::SnowUGExit::raw,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_change,StageData,SnowUGExit,raw,obj1060,Stage Change SnowUGExit,-2150.000,1900.000,-750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SnowWorldHomeStage::start,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SnowWorldHomeStage::event::MoonRockActive_Snow,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,state_event,StageData:progression_events,,,obj583,Moon Rock,9652.008,2059.999,-5480.077,3,Fill the route to the Moon Rock and any prerequisite story/global state. Location imported from StageData obj obj583.,
SnowWorldHomeStage::event::WorldPeace_Snow,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,state_event,progression_events,,,,Snow Kingdom World Peace,,,,,Fill the story moons/bosses that must be completed for world peace in this kingdom.,
SnowWorldLobby000Stage::stage_change::RaceEntrance::raw,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,stage_change,StageData,RaceEntrance,raw,obj339,Stage Change RaceEntrance,22800.000,8650.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerStartObjNoLink.,
SnowWorldLobby000Stage::stage_change::RaceTrackExit::raw,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,stage_change,StageData,RaceTrackExit,raw,obj332,Stage Change RaceTrackExit,14550.000,400.000,250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SnowWorldLobby000Stage::stage_change::SnowManRace::raw,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,stage_change,StageData,SnowManRace,raw,obj941,Stage Change SnowManRace,11350.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerStartObjNoLink.,
SnowWorldLobby000Stage::stage_change::SnowManRaceStart::raw,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,stage_change,StageData,SnowManRaceStart,raw,obj337,Stage Change SnowManRaceStart,10800.000,100.000,2000.000,0,Raw UnitConfigName=SnowManRaceNpc.,
SnowWorldLobby000Stage::start,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SnowWorldLobby001Stage::stage_change::SnowManRaceWin::raw,Snow Kingdom,SnowWorldLobby001Stage,SnowWorldLobby001Stage,subarea,stage_change,StageData,SnowManRaceWin,raw,obj337,Stage Change SnowManRaceWin,11150.000,100.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=SnowManRaceNpc.,
SnowWorldLobby001Stage::start,Snow Kingdom,SnowWorldLobby001Stage,SnowWorldLobby001Stage,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SnowWorldLobbyExStage::stage_change::MoonRace::raw,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,stage_change,StageData,MoonRace,raw,obj944,Stage Change MoonRace,15000.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
SnowWorldLobbyExStage::stage_change::RaceEntrance::raw,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,stage_change,StageData,RaceEntrance,raw,obj339,Stage Change RaceEntrance,22800.000,8650.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerStartObjNoLink.,
SnowWorldLobbyExStage::stage_change::SnowManRace::raw,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,stage_change,StageData,SnowManRace,raw,obj941,Stage Change SnowManRace,11250.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerStartObjNoLink.,
SnowWorldLobbyExStage::stage_change::SnowManRaceStart::raw,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,stage_change,StageData,SnowManRaceStart,raw,obj337,Stage Change SnowManRaceStart,10800.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=SnowManRaceNpc.,
SnowWorldLobbyExStage::start,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SnowWorldShopStage::stage_change::ShopDoor::raw,Snow Kingdom,SnowWorldShopStage,Crazy Cap Store,subarea,stage_change,StageData,ShopDoor,raw,obj27,Stage Change ShopDoor,0.000,-100.000,-75.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
SnowWorldShopStage::start,Snow Kingdom,SnowWorldShopStage,Crazy Cap Store,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
SnowWorldHomeStage::entrance::MoonRace::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,MoonRace,home_in,obj1411,Home entrance: MoonRace,10308.579,2000.000,-6167.009,3,Links to SnowWorldLobbyExStage.,
SnowWorldHomeStage::entrance::MoonRace::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,MoonRace,home_out,obj1411,Home return: MoonRace,10308.579,2000.000,-6167.009,3,Links to SnowWorldLobbyExStage.,
SnowWorldLobbyExStage::entrance::MoonRace::sub_near,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,substage_entrance,EntranceDB,MoonRace,sub_near,obj944,Substage near side: MoonRace,15000.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from SnowWorldHomeStage.,
SnowWorldLobbyExStage::entrance::MoonRace::sub_far,Snow Kingdom,SnowWorldLobbyExStage,Class S Lobby,subarea,substage_entrance,EntranceDB,MoonRace,sub_far,obj944,Substage far side: MoonRace,15000.000,100.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from SnowWorldHomeStage.,
SnowWorldCostumeStage::entrance::SnowCostumeEx::sub_near,Snow Kingdom,SnowWorldCostumeStage,Cold Room,subarea,substage_entrance,EntranceDB,SnowCostumeEx,sub_near,obj71,Substage near side: SnowCostumeEx,-1838.478,50.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldCostumeStage (fixed).,
SnowWorldCostumeStage::entrance::SnowCostumeEx::sub_far,Snow Kingdom,SnowWorldCostumeStage,Cold Room,subarea,substage_entrance,EntranceDB,SnowCostumeEx,sub_far,obj71,Substage far side: SnowCostumeEx,-1838.478,50.000,0.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldCostumeStage (fixed).,
SnowWorldHomeStage::entrance::SnowUGExit::home_in,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,SnowUGExit,home_in,obj1060;obj665,Home entrance: SnowUGExit,-2150.000,1900.000,-750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldHomeStage<->SnowWorldTownStage (fixed).,
SnowWorldHomeStage::entrance::SnowUGExit::home_out,Snow Kingdom,SnowWorldHomeStage,Snow Kingdom,overworld,home_entrance,EntranceDB,SnowUGExit,home_out,obj1060;obj665,Home return: SnowUGExit,-2150.000,1900.000,-750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldHomeStage<->SnowWorldTownStage (fixed).,
SnowWorldLobby000Stage::entrance::RaceEntrance::sub_near,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,substage_entrance,EntranceDB,RaceEntrance,sub_near,obj339,Substage near side: RaceEntrance,22800.000,8650.000,2000.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldLobby000Stage (fixed).,
SnowWorldLobby000Stage::entrance::RaceTrackExit::sub_far,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,substage_entrance,EntranceDB,RaceTrackExit,sub_far,obj332,Substage far side: RaceTrackExit,14550.000,400.000,250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldLobby000Stage (fixed).,
SnowWorldShopStage::entrance::ShopDoor::sub_near,Snow Kingdom,SnowWorldShopStage,Crazy Cap Store,subarea,substage_entrance,EntranceDB,ShopDoor,sub_near,obj27,Substage near side: ShopDoor,0.000,-100.000,-75.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldShopStage (fixed).,
SnowWorldShopStage::entrance::ShopDoor::sub_far,Snow Kingdom,SnowWorldShopStage,Crazy Cap Store,subarea,substage_entrance,EntranceDB,ShopDoor,sub_far,obj27,Substage far side: ShopDoor,0.000,-100.000,-75.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldShopStage (fixed).,
SnowWorldBalconyZone::start,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,custom_place,embedded_zone,,,,SnowWorldBalconyZone,40750.000,-5650.000,41050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Embedded map landmark from SnowWorldBalconyZone.,
SnowWorldByugoZone::start,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,custom_place,embedded_zone,,,,SnowWorldByugoZone,39150.000,-24550.000,-12050.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Embedded map landmark from SnowWorldByugoZone.,
SnowWorldGabuzouZone::start,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,custom_place,embedded_zone,,,,SnowWorldGabuzouZone,-37200.000,-8250.000,41400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Embedded map landmark from SnowWorldGabuzouZone.,
SnowWorldIcicleZone::start,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,custom_place,embedded_zone,,,,SnowWorldIcicleZone,-35050.000,-2400.000,-16150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Embedded map landmark from SnowWorldIcicleZone.,
SnowWorldTownStage::stage_change::RaceEntrance::raw,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,stage_change,StageData,RaceEntrance,raw,obj1119,Stage Change RaceEntrance,-950.000,-10250.000,13250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
SnowWorldTownStage::stage_change::RaceTrackExit::raw,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,stage_change,StageData,RaceTrackExit,raw,obj546,Stage Change RaceTrackExit,-950.000,-4800.000,7600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SnowWorldTownStage::stage_change::ShopDoor::raw,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,stage_change,StageData,ShopDoor,raw,obj926,Stage Change ShopDoor,-1755.000,-4280.000,4480.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DoorWarpStageChange.,
SnowWorldTownStage::stage_change::SnowCostumeEx::raw,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,stage_change,StageData,SnowCostumeEx,raw,obj588,Stage Change SnowCostumeEx,-3900.000,-3050.000,8255.750,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DoorWarpStageChange.,
SnowWorldTownStage::stage_change::SnowUGEnt::raw,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,stage_change,StageData,SnowUGEnt,raw,obj1064,Stage Change SnowUGEnt,-950.000,-200.000,200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerStartObjNoLink.,
SnowWorldTownStage::start,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,stage_start,generated,,,,Default start,,,,,"Rename or split if this stage has multiple meaningful starts.

Outfit room can be reached with Climb | ((Dive & Vault) | (Dive & Wall Jump) | (Wall Jump & Vault) & NOT spin throw)",
SnowWorldTownZone::stage_change::SnowUGExit::raw,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,stage_change,StageData,SnowUGExit,raw,obj665,Stage Change SnowUGExit,-950.000,-3400.000,-1950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
SnowWorldTownZone::start,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,custom_place,embedded_zone,,,,SnowWorldTownZone,-900.000,-2400.000,8800.000,,Embedded map landmark from SnowWorldTownZone.,
SnowWorldTownStage::entrance::SnowCostumeEx::home_in,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,home_entrance,EntranceDB,SnowCostumeEx,home_in,obj588,Home entrance: SnowCostumeEx,-3900.000,-3050.000,8255.750,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldCostumeStage (fixed).,
SnowWorldTownStage::entrance::SnowCostumeEx::home_out,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,home_entrance,EntranceDB,SnowCostumeEx,home_out,obj588,Home return: SnowCostumeEx,-3900.000,-3050.000,8255.750,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldCostumeStage (fixed).,
SnowWorldTownStage::entrance::SnowUGExit::sub_near,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,substage_entrance,EntranceDB,SnowUGExit,sub_near,obj1060;obj665,Substage near side: SnowUGExit,-2150.000,1900.000,-750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldHomeStage<->SnowWorldTownStage (fixed).,
SnowWorldTownStage::entrance::SnowUGExit::sub_far,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,substage_entrance,EntranceDB,SnowUGExit,sub_far,obj1060;obj665,Substage far side: SnowUGExit,-2150.000,1900.000,-750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldHomeStage<->SnowWorldTownStage (fixed).,
SnowWorldTownStage::entrance::RaceEntrance::home_in,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,home_entrance,EntranceDB,RaceEntrance,home_in,obj1119,Home entrance: RaceEntrance,-950.000,-10250.000,13250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldLobby000Stage (fixed).,
SnowWorldTownStage::entrance::RaceTrackExit::home_out,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,home_entrance,EntranceDB,RaceTrackExit,home_out,obj546,Home return: RaceTrackExit,-950.000,-4800.000,7600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldLobby000Stage (fixed).,
SnowWorldTownStage::entrance::ShopDoor::home_in,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,home_entrance,EntranceDB,ShopDoor,home_in,obj926,Home entrance: ShopDoor,-1755.000,-4280.000,4480.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldShopStage (fixed).,
SnowWorldTownStage::entrance::ShopDoor::home_out,Snow Kingdom,SnowWorldTownStage,Shiveria Town,subarea,home_entrance,EntranceDB,ShopDoor,home_out,obj926,Home return: ShopDoor,-1755.000,-4280.000,4480.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Vanilla door SnowWorldTownStage<->SnowWorldShopStage (fixed).,
SnowWorldLobby001Stage::place::new_place,Snow Kingdom,SnowWorldLobby001Stage,SnowWorldLobby001Stage,subarea,custom_place,editor,,,,Lobby Win,,,,,Human-authored logic place.,
SnowWorldLobby000Stage::place::new_place,Snow Kingdom,SnowWorldLobby000Stage,Class A Lobby,subarea,custom_place,editor,,,,Race Room,,,,,Human-authored logic place.,
AnimalChaseExStage::stage_change::EX_AnimalChase::raw,Wooded Kingdom,AnimalChaseExStage,Herding Sheep,subarea,stage_change,StageData,EX_AnimalChase,raw,obj2247,Stage Change EX_AnimalChase,-4092.017,-400.000,12550.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
AnimalChaseExStage::start,Wooded Kingdom,AnimalChaseExStage,Herding Sheep,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
AnimalChaseExStage::entrance::EX_AnimalChase::sub_far,Wooded Kingdom,AnimalChaseExStage,Herding Sheep,subarea,substage_entrance,EntranceDB,EX_AnimalChase,sub_far,obj2247,Substage far side: EX_AnimalChase,-4092.017,-400.000,12550.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from ForestWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
AnimalChaseExStage::entrance::EX_AnimalChase::sub_near,Wooded Kingdom,AnimalChaseExStage,Herding Sheep,subarea,substage_entrance,EntranceDB,EX_AnimalChase,sub_near,obj2247,Substage near side: EX_AnimalChase,-4092.017,-400.000,12550.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from ForestWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
